PubChem ID, E(HOMO/PM6) [eV], E(LUMO/PM6) [eV],E(LUMO)-E(HOMO) [eV], DipoleMoment [D], IsotropicAverageAlpha [A.U.], AverageBeta [A.U.], AverageGamma [A.U.], S1, S2, INDOS-OscStr, CI-Coef**2 ,NsssCH,NdssC,NaasC,NsssN,NaasN,NsOH,NaaS,nBM,nDB,nC,nN,nO,nCsp3,nCsp2,nCsp,max_conj_path,nCs,nCrt,nCbH,nCb-,nCconj,nR=Cs,nR=Ct,nRCOOR,nRCO,nArCO,nN=C-N<,nRC=N,nRNH2,nArNH2,nRNHR,nArNHR,nRNR2,nArNR2,nArNO2,nROH,nArOH,nArOR,nPyrroles,nFuranes,nPyridines,nPyrazines,nR05,nR06,nBnz,DiradicalCharacter(PUHF),IsOK
21407026,-7.995,-1.59479,6.40021,0.704,238.56141,495.7601,46979.43168,2.5000145,4.3971547,0.253882,0.021953439145625,0,2,3,0,0,0,0,9,3,12,3,1,0,12,0,6,0,0,3,3,5,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.241196,1
2147281,-9.25271,-0.80906,8.44365,7.838,162.30986,127.3387,16209.52192,3.601525,9.5609275,0.282235,0.004220869609968,0,0,2,0,0,0,0,8,2,4,4,2,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
21522596,-9.64622,-2.8991,6.74712,5.012,173.55857,1029.7927,26771.93905,2.7835369,6.1156891,0.48632,0.013346984499723,0,4,0,0,0,0,0,4,4,6,3,3,1,5,0,8,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21530174,-8.87362,-2.04572,6.8279,7.929,132.13932,924.7055,28635.52627,2.5080056,8.0873223,0.421502,0.003545874982563,0,0,3,0,0,0,0,12,0,11,4,0,1,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0.359973,1
21537434,-9.74742,-1.76861,7.97881,6.756,167.8998,155.1379,59579.38968,3.5257355,9.5801395,0.523636,0.001825172701762,0,3,2,0,1,0,0,12,7,14,2,2,0,14,0,17,0,0,0,0,10,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0.050484,1
21579,-9.18243,-1.39432,7.78811,1.412,139.4117,143.7459,14589.32882,4.0879053,8.7182993,0.514403,0.007332728102823,0,2,2,1,0,0,0,8,2,13,1,2,2,11,0,6,0,0,4,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0.025824,0
21623218,-8.40056,-1.70167,6.69889,6.627,193.25151,413.5544,28665.1902,2.6234109,4.5472743,0.530176,0.03353143283281,0,0,2,0,0,0,0,16,0,12,3,0,0,12,0,15,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0.453763,1
2164283,-9.03187,-0.87091,8.16096,2.488,188.09263,182.2941,31385.2406,5.4821825,16.9613807,0.008419,0,0,2,3,0,0,0,0,14,2,14,3,1,0,14,0,16,0,0,9,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
21651082,-8.76405,-1.53909,7.22496,2.386,180.46407,1323.2424,57055.97385,3.5361268,8.2764946,0.206513,0.005443150492844,1,0,0,2,0,0,0,3,3,6,3,1,1,5,0,4,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.056695,1
216865,-8.47752,-0.37508,8.10244,2.05,161.26421,366.0574,41305.49006,4.6631635,9.9470793,0.273265,0.005388744741125,0,0,4,0,0,0,0,13,2,12,2,2,2,10,0,10,2,0,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0
21709739,-8.36294,-1.75314,6.6098,2.854,185.59811,494.238,68724.67968,2.6931014,5.2274249,0.385139,0.011934354225581,0,2,3,0,0,0,0,15,3,16,1,1,0,16,0,18,0,0,9,3,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.251726,1
21762742,-10.16343,-0.72395,9.43948,3.204,165.6015,111.31,15599.08814,5.5556335,10.1508925,0.605178,0.009174777719204,0,2,1,0,0,0,0,14,3,16,1,1,0,16,0,10,0,0,7,3,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
21783804,-9.02662,-0.65844,8.36818,6.221,205.2714,670.8548,36732.69556,5.0871252,14.8141381,0.020292,0,0,0,3,0,0,0,0,12,2,11,2,2,3,8,0,9,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0.003919,0
21809444,-7.17236,-0.63438,6.53798,2.255,202.09598,275.3084,15717.87494,2.6555053,4.2263653,0.376586,0.036504760447596,0,0,3,1,0,0,0,8,2,9,2,3,3,6,0,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0.326119,1
21823,-8.94819,-1.05972,7.88847,6.264,168.26639,156.6418,11844.86091,5.0209357,8.7100973,0.700421,0.014273374797713,0,2,2,0,0,0,0,13,3,12,0,3,0,12,0,15,0,0,4,2,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0.013896,0
21847967,-8.68827,-1.7242,6.96407,3.565,125.9028,249.3851,14615.65311,1.8758487,2.0782773,0.000408,0.486218155412902,0,0,2,0,0,0,0,11,0,6,6,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0.83202,0
21860197,-8.10369,-1.70277,6.40092,8.515,195.97472,762.9105,66376.8717,2.0865956,10.0282615,0.047369,0,0,3,2,0,0,0,0,9,3,13,1,2,3,10,0,12,1,0,4,2,4,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
21886792,-7.37522,-1.28332,6.0919,2.009,270.02279,2747.4509,92210.90493,2.8071074,4.5127349,0.983636,0.029301459199356,0,0,4,0,0,0,0,11,0,10,6,0,4,6,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0.353587,1
21886798,-8.21445,-1.89362,6.32083,3.513,217.59931,2199.9699,-9271.06467,2.3851466,5.8195997,0.487821,0.001745057885732,0,0,2,0,0,0,1,10,0,7,3,0,1,6,0,9,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.329729,1
21886994,-8.06417,-1.07265,6.99152,1.284,217.83465,632.8484,92476.7729,3.0190821,5.7274565,0.362368,0.007864170777626,0,2,1,1,1,0,0,14,4,13,4,1,0,13,0,17,0,0,4,2,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0.206477,1
21887267,-8.94163,-1.8969,7.04473,3.231,215.91212,584.46,61093.40355,2.143726,6.1975699,0.032903,0,0,0,6,0,0,0,0,8,2,11,0,6,3,8,0,10,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,0.221911,1
21887273,-8.59563,-1.90603,6.6896,1.715,226.32014,679.397,32321.81289,2.7283612,5.1291041,0.153546,0.009812263494197,0,2,2,1,0,0,0,9,3,9,5,1,1,8,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0.261636,1
21887337,-8.44041,-2.15639,6.28402,1.684,237.45841,1455.9182,-14201.97898,2.4812191,5.3265062,0.792728,0.0025090081,1,0,1,0,1,2,0,10,0,8,5,2,3,5,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0.41314,1
21887396,-8.52154,-2.07959,6.44195,2.066,239.51486,3899.0038,548029.14597,2.9667471,5.694616,0.693791,0.011353107076922,0,0,2,2,0,0,0,9,3,10,4,3,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0
21887704,-8.29887,-1.94041,6.35846,5.032,215.41839,2225.9079,9133.24846,2.4388407,5.6640458,0.391665,0.012135547269332,0,0,3,0,0,0,0,9,3,8,2,2,0,8,0,8,0,0,3,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.295479,1
21887742,-8.4078,-1.5464,6.8614,0.247,197.19063,171.6411,41150.87402,3.155774,5.5805244,0.540821,0.01161467465796,0,0,3,0,0,0,0,9,3,9,2,3,1,8,0,6,0,0,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0.002772,0
21887933,-8.10847,-1.32813,6.78034,1.353,184.34043,207.0257,12119.49158,3.1529964,6.162739,0.528192,0.008977227088133,0,1,4,1,0,0,0,13,1,15,1,2,1,14,0,8,0,0,8,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0.065546,1
219622,-8.96141,-1.23555,7.72586,6.268,112.81329,505.9302,15293.76594,3.7268205,12.3171538,0.126723,0,0,1,4,1,0,0,0,13,1,15,1,2,1,14,0,8,0,0,8,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0
21986279,-9.49297,-1.99403,7.49894,5.65,133.54029,126.2923,10870.20669,2.7036111,5.0437131,0.108066,0.017432800230889,0,1,3,0,0,0,0,13,2,12,1,2,0,12,0,15,0,0,4,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.233945,1
2204010,-8.52133,-0.61454,7.90679,3.052,183.02789,842.8,62357.46922,4.1648822,13.5195802,0.185627,0,0,3,2,0,0,1,0,13,2,13,1,2,0,13,0,14,0,0,6,4,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0.008653,0
22074252,-8.88027,-1.4767,7.40357,4.59,89.00299,182.3084,7206.71953,1.3605744,3.3568467,0.0174,0.031861946550723,0,0,3,0,0,0,0,18,2,13,3,2,0,13,0,15,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,0.667865,0
22100319,-8.92458,-1.79735,7.12723,6.353,174.5901,129.4732,25020.12672,2.7961992,5.2808261,0.340187,0.017050021265033,0,1,3,1,0,0,0,13,1,15,2,1,1,14,0,6,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.285389,1
221502,-8.0436,-1.11828,6.92532,4.375,208.89399,481.8969,61721.98983,3.800075,6.1391021,0.362076,0.016998334227076,0,2,3,0,0,1,0,9,3,12,0,5,2,10,0,12,0,0,3,3,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0.131454,1
2218337,-8.41522,-0.54794,7.86728,1.3,153.10951,141.3492,7620.20181,3.8547489,5.8246092,0.446875,0.056948682094993,1,4,2,0,0,1,0,9,3,16,1,1,1,15,0,12,1,0,4,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0.253314,1
2223660,-8.93303,-1.59523,7.3378,2.57,217.43123,38600.0777,13398760.33618,4.5857506,17.2477264,0.000552,0,0,2,2,1,0,0,0,13,2,14,3,1,2,12,0,10,1,0,6,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,2,0.013159,0
22250100,-9.33505,-2.80492,6.53013,6.106,156.26591,857.2771,20649.15263,2.7531883,4.9499658,0.287917,0.021354406524361,0,0,1,0,0,0,0,20,0,14,4,0,1,13,0,17,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0
222853,-9.14717,-0.72956,8.41761,5.533,146.99646,395.0362,14582.18881,3.6458221,13.7640222,0.023538,0,0,4,0,0,0,1,0,4,4,9,0,3,2,7,0,8,0,0,0,0,7,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22294701,-8.27277,-1.72073,6.55204,5.416,216.80481,677.9616,24484.19444,2.5462302,4.8858024,0.661902,0.018011360485088,0,0,1,0,0,0,0,16,0,11,4,0,0,11,0,14,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0.33732,1
22311913,-9.1373,-2.27249,6.86481,6.961,115.17079,676.2542,15869.05754,2.6276162,5.5092529,0.154722,0.010812903101712,0,1,4,0,1,1,0,17,1,14,2,2,0,14,0,17,0,0,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,0.20561,1
22325167,-8.95473,0.18084,9.13557,0.933,181.98695,138.1916,19852.83611,5.3608725,8.7912159,0.656528,0.013348763707923,0,1,4,0,1,0,0,17,1,14,3,1,0,14,0,17,0,0,7,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.017809,0
223828,-9.09348,-2.00342,7.09006,1.762,201.07091,891.5318,73332.35871,3.4278513,11.173449,0.15075,0,0,0,0,0,0,0,0,20,0,15,2,0,0,15,0,17,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0.001507,0
223853,-8.67842,-1.17612,7.5023,4.314,275.61118,2534.3448,541504.13567,3.7408865,7.5901913,1.537097,0.004402530841465,0,1,6,0,0,0,0,13,1,13,4,1,0,13,0,14,0,0,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0.161877,1
224136,-8.57101,-0.87117,7.69984,2.705,221.25861,6638.5726,1373214.36583,3.8783392,11.6021874,0.038205,0,0,0,3,0,0,0,1,12,1,10,4,0,1,9,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
224502,-9.4031,-1.27306,8.13004,0.937,180.19705,95.9579,46747.08475,3.5998237,7.832916,0.171686,0.002722739876814,0,0,3,0,0,0,1,12,1,10,4,0,1,9,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.062515,1
22491692,-10.25059,-3.19862,7.05197,2.461,123.16189,1103.9246,39529.67737,2.407144,8.0576663,0.20063,0.001787772597844,0,0,2,0,0,0,0,15,0,10,5,1,1,9,0,13,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0.122424,1
22497284,-7.58647,-1.66944,5.91703,4.152,240.12166,2864.555,4246.19691,1.8716734,4.7966799,0.359775,0.00216975602281,0,0,2,0,0,0,0,15,0,10,5,0,1,9,0,13,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0.426914,1
225407,-8.20951,-1.32282,6.88669,6.479,221.78305,1369.4396,100674.17467,3.3623704,11.0023503,0.221586,0,0,6,0,0,0,0,0,6,6,12,2,2,1,11,0,12,0,0,0,0,11,6,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
225457,-9.01465,-0.68174,8.33291,5.279,157.18231,551.8812,17021.88807,3.6078543,13.7133457,0.020515,0,0,0,4,0,0,0,1,5,0,13,2,0,7,6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
22595806,-9.78937,-1.8754,7.91397,2.458,105.54481,267.358,10169.97376,3.6811843,9.1469891,0.175426,0.001695057828366,0,3,2,2,0,0,0,8,2,11,2,3,2,9,0,6,0,0,4,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
22598234,-8.37459,-1.34291,7.03168,3.904,105.14416,236.9628,7126.52589,1.1803126,2.7195918,0.001191,0.172467237618062,0,2,6,0,0,0,0,13,2,15,1,2,3,12,0,15,3,0,4,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0.830554,0
226318,-9.4185,-1.91287,7.50563,3.059,167.36131,752.8002,52894.96953,3.3092823,10.4180123,0.122782,0,0,2,0,0,0,0,0,4,4,9,1,0,1,8,0,8,1,0,0,0,8,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
22658,-8.90144,-1.36063,7.54081,6.147,171.46539,623.5174,52858.11173,4.1826547,15.5766926,0.129337,0,0,3,2,0,0,1,0,10,4,13,1,2,1,12,0,14,0,0,4,2,6,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0
227197,-8.93056,-1.16368,7.76688,2.651,210.56561,332.0644,123400.15219,3.5278336,7.5312325,0.86166,0.002736038987266,0,2,3,0,0,1,0,9,3,13,1,2,1,12,0,6,0,0,3,3,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0.070173,1
227329,-9.26752,-1.89284,7.37468,6.54,166.90923,463.532,35627.95685,3.6539013,9.1058363,0.664534,0.003655120188608,0,2,1,1,0,0,0,9,3,10,4,0,1,9,0,8,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2276541,-8.69981,-0.75232,7.94749,2.641,160.08283,248.8926,22110.32088,4.8655992,17.346416,0.019587,0,0,1,1,1,0,0,0,9,3,9,4,0,0,9,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
227819,-9.46586,-2.21137,7.25449,2.825,160.38702,138.0437,56763.30763,4.1556322,16.7774965,0.021544,0,1,0,2,1,0,0,0,6,0,11,1,0,3,8,0,6,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
22796319,-9.13732,-0.10972,9.0276,5.923,122.18332,220.5968,4535.98189,5.2606882,8.8291617,0.479066,0.01768144640656,1,2,2,1,0,0,0,9,3,15,1,0,3,12,0,12,1,0,4,2,6,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0.000112,0
22806,-8.96091,-1.88685,7.07406,1.435,195.08469,694.3307,44648.48746,3.9768281,10.1211965,0.354677,0,1,2,2,1,0,0,0,9,3,17,1,0,4,12,1,8,1,1,4,2,6,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0
228615,-8.15485,-1.75969,6.39516,0.004,192.47634,5.2818,-16189.05001,3.5491505,4.7846065,0.475335,0.086006518668942,1,2,0,0,0,0,0,4,4,7,4,0,3,4,0,8,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.408767,1
229088,-9.16416,-1.32009,7.84407,8.547,170.31423,809.4032,32178.1584,3.4462573,8.2118276,0.37998,0.006851010298889,0,3,0,2,0,0,0,6,6,16,2,0,4,12,0,8,1,0,0,0,12,10,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
22998837,-8.01297,-0.65942,7.35355,1.877,120.97228,249.0794,19626.92537,3.0046833,6.3716241,0.108771,0.00593983114209,0,2,2,1,0,0,0,9,3,11,5,0,1,10,0,12,0,0,4,2,4,2,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0.08449,1
2301665,-8.6642,-0.93969,7.72451,4.015,175.29981,236.6681,47776.65965,4.6542369,13.9625681,0.189363,0,1,1,2,1,0,0,0,9,3,14,1,0,2,12,0,12,1,0,4,2,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0
2305241,-9.00547,-1.90828,7.09719,2.917,164.82423,703.7872,54621.30097,3.2081482,9.3161114,0.215815,0,1,4,0,1,0,0,0,5,5,13,2,0,3,10,0,8,0,1,0,0,8,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0.001035,0
2306606,-9.0168,-1.24249,7.77431,5.011,171.52275,263.6881,11025.12823,3.6309587,15.6009422,0.002674,0,1,1,3,1,1,0,0,8,3,14,2,0,4,10,0,11,1,0,0,0,6,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0
230677,-9.23145,-1.48314,7.74831,4.918,191.60303,602.4719,54254.97052,3.8242596,9.352765,0.469658,0.003275073742628,1,1,1,2,0,0,0,9,3,14,2,0,2,12,0,8,0,0,5,1,6,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0
23126792,-9.32722,-2.24688,7.08034,1.963,170.72102,929.682,46303.10492,2.8645157,7.7564144,0.209238,0.002678712519438,0,0,3,0,0,0,0,11,0,8,5,0,1,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0
23175278,-8.32609,-1.67689,6.6492,6.564,209.30374,1198.3679,90806.73385,2.8917674,6.5221036,0.274312,0.003345086180358,1,2,2,1,0,0,0,10,4,17,1,0,1,16,0,14,1,0,4,2,8,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0.009307,0
2321784,-9.21804,-1.53405,7.68399,2.98,182.2537,601.0512,30374.31378,4.2461166,15.9859806,0.000542,0,1,4,0,1,0,1,0,5,5,14,1,1,4,10,0,8,1,1,0,0,8,6,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0.000917,0
23219122,-9.11411,-1.46169,7.65242,2.548,196.84891,280.3808,53830.51521,2.8160384,7.2915783,0.031825,0.002344280451773,1,2,0,0,0,0,0,5,5,12,2,2,1,11,0,4,0,1,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.336642,1
232269,-9.27156,-1.83975,7.43181,10.477,139.54866,233.4882,18051.28302,3.1256293,9.1122768,0.258019,0.002225847661632,1,4,0,1,0,0,0,7,7,15,2,1,2,13,0,12,1,0,0,0,12,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2324872,-9.00118,-1.45988,7.5413,5.743,181.00467,175.0024,42918.84089,3.9952015,7.5148305,0.526285,0.006290326722096,1,3,0,1,0,0,0,6,6,13,2,0,1,12,0,12,1,0,0,0,12,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0.000936,0
23253405,-9.26454,0.11808,9.38262,3.869,117.07514,18.7153,4168.75197,5.4242728,7.9929309,0.352177,0.033478401478682,1,2,0,1,0,0,0,3,3,11,1,0,3,8,0,6,1,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0.027696,0
23257173,-8.59067,-0.08285,8.50782,3.468,203.49594,449.0233,22804.54513,6.3693587,19.5032779,0.00896,0,0,0,4,0,0,0,0,15,3,14,2,2,0,14,0,14,0,0,8,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0
23259895,-9.49409,-0.38434,9.10975,2.779,174.72202,166.1631,16388.88097,4.8086386,9.2511606,0.540808,0.003017018172212,1,1,1,1,0,0,0,9,3,13,2,0,1,12,0,8,0,0,5,1,6,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0.018744,0
23259898,-9.76466,-0.85704,8.90762,5.538,176.09735,35.5583,22328.15983,4.7257369,10.0562175,0.489225,0.001676233443749,1,1,2,1,0,0,0,9,3,13,2,0,1,12,0,12,0,0,4,2,6,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0.003584,0
232641,-9.27912,-1.72297,7.55615,1.857,186.63928,379.372,52531.04321,3.1831644,10.7085401,0.259527,0,1,3,0,1,0,0,0,5,4,12,2,1,3,8,1,8,1,0,0,0,8,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
23282440,-7.97416,-1.16687,6.80729,2.338,165.98441,708.8159,3424.53138,2.8406713,5.5469892,0.557867,0.019835643638465,1,2,0,1,0,0,0,5,4,11,2,0,2,8,1,8,1,0,0,0,8,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0.184057,1
23287913,-10.49388,-3.43736,7.05652,2.641,104.15545,541.4409,9404.01626,3.1420005,5.9682348,0.379525,0.028945026724464,1,2,1,1,0,0,0,9,3,11,2,2,1,10,0,6,0,0,5,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0.340565,1
2331645,-8.82621,-0.87634,7.94987,1.091,181.9147,239.2412,20221.32638,5.5123321,18.5093625,0.00213,0,0,5,0,1,0,3,0,4,4,7,3,4,0,7,0,8,0,0,0,0,7,3,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0
23318333,-7.71856,-1.55735,6.16121,2.584,187.38629,271.9035,-17652.34565,1.656968,2.3450849,0.125068,0.00206675707456,1,2,0,1,0,0,0,3,3,13,1,1,5,8,0,4,1,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0.702772,0
23323007,-9.13267,-2.40428,6.72839,6.584,147.23516,683.8165,12819.39842,2.8707445,5.006214,0.650005,0.0246238864,1,2,3,0,0,0,0,9,3,10,5,0,2,8,0,12,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0.287953,1
23431715,-8.10309,-0.59949,7.5036,2.515,180.36402,570.4086,49962.39592,4.139771,10.9641429,0.23451,0,1,0,0,1,0,0,0,3,3,7,1,1,2,5,0,4,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2345221,-8.62088,-1.26474,7.35614,6.026,175.63961,815.4589,33460.12225,3.6928568,13.1888228,0.116833,0,0,0,4,0,0,0,0,15,3,14,2,2,0,14,0,14,0,0,8,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0
23466211,-8.91824,-2.21904,6.6992,5.923,134.38727,1058.2909,47546.71164,3.4142571,11.3476463,0.189733,0,1,1,2,0,0,0,0,8,2,12,3,0,3,9,0,6,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
234987,-10.03492,-1.41328,8.62164,6.972,130.58978,233.7518,16114.08807,4.1468752,10.2071547,0.295995,0.002278169128229,1,1,1,1,0,0,0,9,3,14,1,1,3,11,0,8,1,0,5,1,5,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
