PubChem ID, E(HOMO/PM6) [eV], E(LUMO/PM6) [eV],E(LUMO)-E(HOMO) [eV], DipoleMoment [D], IsotropicAverageAlpha [A.U.], AverageBeta [A.U.], AverageGamma [A.U.], S1, S2, INDOS-OscStr, CI-Coef**2 ,NsssCH,NdssC,NaasC,NsssN,NaasN,NsOH,NaaS,nBM,nDB,nC,nN,nO,nCsp3,nCsp2,nCsp,max_conj_path,nCs,nCrt,nCbH,nCb-,nCconj,nR=Cs,nR=Ct,nRCOOR,nRCO,nArCO,nN=C-N<,nRC=N,nRNH2,nArNH2,nRNHR,nArNHR,nRNR2,nArNR2,nArNO2,nROH,nArOH,nArOR,nPyrroles,nFuranes,nPyridines,nPyrazines,nR05,nR06,nBnz,DiradicalCharacter(PUHF),IsOK
67432473,-8.73511,-1.92364,6.81147,2.222,198.1937,516.1454,39943.38269,2.7062983,5.796,0.208948,0.00618902554253,3,0,0,0,0,0,0,3,2,10,1,0,5,4,1,4,2,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.230833,1
67441719,-8.32538,-1.11822,7.20716,1.228,138.91213,505.9016,37128.95363,3.206387,6.1582771,0.235201,0.007341340005824,0,1,2,0,0,1,0,13,1,16,1,1,2,14,0,8,0,0,10,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0.094946,1
67463371,-8.18399,-1.32378,6.86021,5.839,181.52616,369.1992,21483.8807,2.3190178,2.9745105,0.010412,0.365444297405612,0,1,2,0,0,1,0,13,1,14,1,1,1,13,0,14,0,0,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0.770139,0
67538801,-8.96848,-1.93294,7.03554,7.034,212.09966,566.9363,86782.67954,2.8049906,5.7607144,0.371038,0.007638087034823,0,1,2,0,0,0,0,14,2,14,1,1,0,14,0,16,0,0,5,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0.171173,1
67620531,-10.74087,-3.29267,7.4482,2.946,161.80676,132.1202,26470.19217,2.8424243,4.9610504,0.12785,0.016686418307846,0,0,0,0,0,0,0,15,0,12,0,1,0,12,0,13,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0.238934,1
67644862,-9.10949,-1.79963,7.30986,6.354,100.4255,571.531,12677.05636,3.1518779,7.0974524,0.171664,0.007563577391569,0,3,0,1,0,0,0,3,3,5,4,2,0,5,0,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.080403,1
67647726,-8.14134,-1.07953,7.06181,4.27,180.83555,315.6303,14464.2555,1.6525799,1.9578202,0.000983,0.42471758225296,1,0,2,1,0,0,0,9,3,12,3,0,1,11,0,6,1,0,4,2,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0.82156,0
67673891,-8.73551,-1.38257,7.35294,5.259,113.0903,335.4248,23512.63785,3.4626934,8.311656,0.344249,0.005467778728025,0,0,0,0,0,0,0,15,0,9,3,1,0,9,0,13,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0.074497,1
67701930,-9.05127,-2.06104,6.99023,3.457,171.55515,1080.5386,72293.55898,2.4674018,5.3897082,0.268895,0.008423058110928,0,2,3,0,0,1,0,9,3,11,3,3,1,10,0,10,0,0,3,3,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.162124,1
67717966,-10.15751,-3.56221,6.5953,5.355,211.95081,40718.198,27019436.87578,2.4780977,5.4285046,0.294542,0.007366934811723,0,2,2,0,0,0,0,9,3,9,3,1,0,9,0,12,0,0,4,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.225057,1
677294,-8.43584,-1.15079,7.28505,3.57,186.65387,984.8468,70447.63941,3.3895325,7.2068911,0.476798,0.006187351550478,0,0,0,1,0,1,0,1,1,8,3,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.059811,1
67749670,-8.17662,-1.38855,6.78807,3.853,203.61632,1040.6511,109002.14115,3.0398528,5.4855358,0.613648,0.014675076464933,0,3,2,0,0,0,0,10,4,15,0,1,0,15,0,8,0,0,4,2,7,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.177156,1
677567,-8.31259,-0.66792,7.64467,3.087,203.11431,254.6778,72612.91058,4.7369903,12.9637014,0.128423,0,1,3,3,0,0,0,0,10,4,16,0,2,2,14,0,8,1,1,3,3,5,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
67764802,-9.11436,-0.28186,8.8325,1.631,130.61725,365.4815,31213.2756,5.2497609,8.7661926,0.661053,0.011587635480974,0,0,1,0,0,0,1,13,3,13,0,1,0,13,0,15,0,0,4,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.021573,0
67785011,-8.12603,-0.57713,7.5489,2.477,140.7872,179.337,21159.27786,3.3964038,11.458504,0.017184,0,2,1,3,0,0,0,0,7,1,10,6,1,6,4,0,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.029743,0
677873,-8.92653,-1.54132,7.38521,1.72,201.57053,744.5998,68597.0511,3.4335469,9.0684506,0.165468,0,0,2,4,0,0,1,0,14,2,14,2,2,0,14,0,16,0,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,0,0
67807885,-8.71118,-1.80304,6.90814,1.781,216.02639,1095.7725,108525.78452,2.9441411,5.7505896,0.424038,0.009304275018169,0,2,2,0,0,1,1,13,2,12,1,2,0,12,0,15,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0.135375,1
67809043,-9.47245,-1.99645,7.476,4.074,181.98209,40.4257,37212.19993,2.1749617,8.1596434,0.027244,0,0,1,3,0,0,2,0,7,1,12,2,3,5,7,0,6,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0.23944,1
67832846,-10.03102,-1.40373,8.62729,3.212,158.9904,236.6774,23974.47147,4.1277814,16.0408824,0.012535,0,2,0,2,0,0,2,0,12,1,13,1,2,2,11,0,12,2,0,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,1,0,0
67851473,-9.17055,-2.08242,7.08813,2.999,151.36727,289.7868,19141.17302,2.7091114,5.2507445,0.210076,0.016645822369316,0,2,3,0,0,2,0,14,2,15,0,3,0,15,0,16,0,0,9,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0.255841,1
67903373,-9.38791,-2.20935,7.17856,7.087,167.10946,199.4905,15564.97187,3.0937123,5.7129804,0.126096,0.012899725842842,0,3,2,0,0,1,0,9,3,10,2,3,0,10,0,12,0,0,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0.167022,1
67904080,-9.19798,-2.19413,7.00385,8.932,128.91169,1031.7901,27052.79162,2.8613958,5.9385301,0.159739,0.010383196290121,0,1,4,0,0,0,1,7,2,10,2,1,2,8,0,9,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.154707,1
67936038,-9.58602,-0.93802,8.648,2.022,162.2535,178.1013,35550.14005,4.616334,8.0938385,0.728077,0.00745763507776,0,1,3,0,0,1,0,7,1,10,1,2,2,8,0,6,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
68139523,-7.58042,-1.1359,6.44452,4.419,187.68525,844.0982,32333.1437,2.351817,4.7471576,0.229381,0.019121720695316,0,1,3,0,0,3,0,8,2,9,1,4,0,9,0,10,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0.389841,1
68142729,-8.97847,-0.63838,8.34009,3.919,176.88942,138.3493,23183.50967,4.8495876,7.9566122,0.395708,0.01260859045248,3,1,1,1,0,3,0,7,1,12,1,4,5,7,0,6,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0
68149109,-8.61787,-1.45934,7.15853,4.108,195.59111,328.7546,43632.57455,3.2370446,10.0625935,0.117732,0,0,1,5,0,0,0,0,12,1,15,2,1,3,12,0,6,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0.002506,0
68190969,-8.6796,-1.28375,7.39585,5.268,191.3515,448.4869,20503.74194,2.7813375,6.0764053,0.12278,0.007667163386276,0,0,4,0,0,0,0,7,1,9,2,0,1,8,0,8,0,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0.067497,1
68247884,-8.63051,0.05473,8.68524,1.695,187.78989,143.9137,18006.59598,4.949684,8.3146473,0.682621,0.01455663001874,0,4,0,0,0,0,0,5,5,10,1,0,1,9,0,10,0,0,0,0,9,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
68280698,-9.12392,-0.75473,8.36919,1.896,192.08485,487.3566,36220.67787,4.3708507,9.6524944,0.376143,0.00166031637912,0,0,4,0,0,0,0,7,1,9,2,0,1,8,0,8,0,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
68312326,-8.95429,-1.46098,7.49331,3.66,180.40862,1255.469,76517.24193,3.4880225,6.0200204,0.701777,0.01298930678201,0,4,0,0,0,0,0,5,5,9,2,0,1,8,0,10,0,0,0,0,8,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.107819,1
68326264,-8.77679,-2.07311,6.70368,5.997,185.25089,1558.7418,8462.39183,2.7274696,5.281887,0.496309,0.017795877493416,0,0,4,0,0,0,0,7,1,8,3,0,1,7,0,8,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0.275962,1
68380902,-9.29126,-0.61365,8.67761,2.501,160.84789,226.6772,22417.34551,5.051789,9.1051566,0.64319,0.009237912529684,0,0,0,0,0,0,0,1,1,9,1,1,2,7,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
68466885,-9.0637,1.1302,10.1939,2.899,117.36461,126.2791,4975.41376,7.3652753,24.9871615,0.023685,0,0,0,4,0,0,0,0,7,1,9,2,0,1,8,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
68504271,-7.96058,-1.35283,6.60775,3.802,188.24621,555.0686,16906.44623,2.5050678,4.9377199,0.117504,0.016594996897265,0,0,2,0,0,0,0,7,1,8,2,1,0,8,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0.182831,1
68549496,-9.63744,-2.46403,7.17341,5.902,172.70752,831.1805,57004.42134,2.8601512,5.5763385,0.312702,0.009030668589829,0,3,2,0,0,0,0,10,4,13,1,2,1,12,0,12,0,0,4,2,4,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.243553,1
68553702,-9.81944,-2.87178,6.94766,3.135,206.13777,721.1498,61315.73687,2.7588292,5.6499446,0.424051,0.007166023746617,0,0,0,0,0,0,0,14,0,10,1,1,0,10,0,12,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0.198288,1
68572458,-7.75915,-0.72555,7.0336,3.971,172.6748,436.6604,30642.21665,0.8500686,5.4035044,0.034026,0.12936135795856,0,0,0,0,0,0,0,14,0,10,1,1,0,10,0,12,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0.695997,0
68572460,-8.16308,-1.09729,7.06579,2.728,165.71872,595.1019,37923.13432,2.5871373,3.750138,0.009612,0.334500948930725,0,4,0,0,0,0,0,4,4,9,2,1,0,9,0,8,0,0,0,0,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0.684702,0
68636530,-8.59622,-1.94493,6.65129,5.13,174.82859,118.9621,23062.33524,2.1209128,2.3950658,0.047847,0.28727606114596,0,4,0,0,0,0,0,4,4,9,2,1,1,8,0,8,0,0,0,0,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0.656965,0
68665016,-8.18526,-1.59515,6.59011,2.788,215.89615,849.8471,96598.42203,2.7540058,5.3100392,0.391735,0.010834927953722,0,4,0,0,0,0,0,5,5,10,1,1,1,9,0,10,0,0,0,0,9,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0.222052,1
68680161,-10.54367,-2.90925,7.63442,5.049,122.85156,198.5261,16538.87749,2.9924051,5.2306876,0.204262,0.016444869230003,0,4,0,0,0,0,0,4,4,6,2,0,0,6,0,6,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.227798,1
68699715,-8.14927,-0.95838,7.19089,2.265,110.74221,231.6544,17328.2953,2.814524,5.815317,0.070145,0.011872628095328,0,0,0,0,0,0,0,14,0,9,2,1,0,9,0,12,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0.082123,1
68768291,-8.59197,-1.67994,6.91203,5.02,185.48172,765.9568,50372.52842,2.9279154,6.4140365,0.224103,0.005828229219266,0,4,0,0,0,0,0,4,4,8,3,1,0,8,0,8,0,0,0,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0.113639,1
68769801,-8.19215,-0.19066,8.00149,3.125,167.73484,239.5153,16619.19533,3.3897761,4.5828113,0.047561,0.216679022285444,0,4,0,0,0,0,0,6,6,11,2,0,1,10,0,12,0,0,0,0,10,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.496994,1
68790624,-9.13946,-2.06656,7.0729,10.851,147.61997,1531.7446,37639.96424,2.9882967,6.3250251,0.193727,0.009348869079203,2,0,2,0,0,0,0,11,0,11,2,0,3,8,0,10,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0.14805,1
68814053,-9.14415,-2.26126,6.88289,2.627,172.29855,1137.4128,68725.10435,3.117355,9.2513858,0.26283,0,0,4,0,0,0,0,0,4,4,10,1,1,1,9,0,8,0,0,0,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
6881730,-9.70521,-1.19134,8.51387,2.124,169.33359,263.6343,43917.04817,4.5915897,9.6984305,0.599079,0.001724398709774,0,1,4,0,0,0,0,7,1,9,2,1,1,8,0,6,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.004485,0
68829,-8.82339,-0.69105,8.13234,4.114,150.06423,325.821,25167.99215,4.6360443,9.2181645,0.297778,0.008208115381823,3,2,1,0,0,3,0,8,2,13,0,4,4,9,0,10,4,0,5,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0
68901209,-7.84883,-1.54164,6.30719,8.676,197.5505,1692.7997,18207.36344,2.2659594,5.0938342,0.6026,0.002130638510146,0,1,1,0,0,2,0,7,1,9,0,2,1,8,0,8,0,0,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0
68927547,-9.0723,-1.97459,7.09771,2.579,188.421,296.4958,51547.98384,2.8475032,6.6821529,0.215342,0.003253855933056,0,1,3,0,0,0,0,7,1,8,2,1,0,8,0,6,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.158522,1
68931483,-8.83697,-2.02758,6.80939,3.808,155.12173,1021.2154,46826.65815,2.8055848,5.3179725,0.129546,0.0153258234822,0,2,4,0,0,0,0,10,4,14,0,2,0,14,0,14,0,0,2,4,6,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.200748,1
68945229,-8.20633,-1.35062,6.85571,2.16,183.14446,467.0259,38982.80545,2.8845837,5.2564625,0.34924,0.017307709963913,0,0,0,0,0,0,0,0,0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24776,1
689652,-9.61054,-1.25516,8.35538,1.018,169.02154,64.9129,15214.86161,4.7493837,9.3052885,0.145174,0.003856647225648,0,1,2,0,0,0,1,8,3,8,3,2,1,7,0,9,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.011882,0
68973634,-9.31484,-2.24255,7.07229,4.317,204.09773,334.7587,90135.27444,2.8018042,5.6826752,0.279897,0.005869542575444,0,3,0,2,0,0,0,6,6,13,2,1,0,13,0,8,0,0,0,0,11,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.167163,1
69017646,-10.2601,-2.73595,7.52415,7.505,127.97643,46.1542,12548.46494,2.8695829,4.8400299,0.165142,0.020554025005563,0,0,2,0,0,0,0,6,0,8,2,1,0,8,0,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.222727,1
69037744,-9.57489,-2.19343,7.38146,2.524,169.52103,262.1652,19167.58785,2.6142094,4.9010368,0.108748,0.016589934595686,0,1,2,0,0,0,1,9,4,7,6,2,2,5,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.240259,1
