PubChem ID, E(LUMO/PM6) [eV],n  [eV], DipoleMoment [D], IsotropicAverageAlpha [A.U.], AverageGamma [A.U.],NaasC,NaasN,NaaS,nBM,nDB,nN,nO,nCsp3,nCsp,nRCOOR,nRCO,nArCO,nN=C-N<,nRC=N,nRNH2,nArNH2,nRNHR,nArNHR,nRNR2,nArNR2,nArNO2,nROH,nArOH,nArOR,nPyrroles,nFuranes,nPyridines,nPyrazines,nR06, S1(CAS2-1+CIS) [eV], INDOS-OscStr(CAS2-1+CIS), CI-Coef**2(CAS2-1+CIS), DiradicalCharacter(PUHF)
6274386,-1.03069,3.822945,5.349,179.43651,65694.86491,0,0,0,5,5,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.8519028,0.003469,0,0.116999
6397201,-0.74682,3.113655,2.406,209.22314,22970.98786,0,0,0,4,4,1,3,5,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2.4442375,0.228376,0.05945134,0.286528
6508478,-1.38524,3.582375,4.073,213.20914,173737.8345,2,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.6773338,0.71658,0,0.070351
6537126,-0.97914,4.04573,2.984,171.08029,63725.41556,1,0,0,9,3,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5186891,0.004167,0.00173772,0.06625
658543,-1.93155,3.473215,1.804,146.86881,14622.72636,3,1,0,13,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2.6386456,0.08241,0.0268984,0.221528
66584625,-2.26669,3.4972,9.793,161.68792,46323.8182,6,0,0,13,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.0900708,0.003764,0,0.218769
66618960,-1.53454,3.092245,9.744,205.04291,46113.33321,2,0,0,10,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.8601774,0.350012,0.04638868,0.458113
66649132,-2.0001,3.4725,3.023,172.57218,50467.23101,6,0,0,13,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2.5215802,0.167463,0,0.128177
66883578,-1.55628,3.25721,2.583,200.44927,91469.00601,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2.4838054,0.069599,0,0.16141
66926142,-2.12302,3.30077,7.986,181.52365,39127.8664,2,0,0,9,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.413235,0.134042,0,0.214919
67010332,-1.77205,3.546235,7.636,185.17371,49485.33702,4,0,0,10,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.2253851,0.070597,0,0.199365
67040938,-2.05418,3.733215,5.58,145.43154,12158.04762,3,0,0,7,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.6005606,0.072566,0.02069557,0.235001
67149829,-1.10941,3.962225,1.824,175.0366,93159.58742,1,1,0,8,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.729918,0.662338,0,0.066271
67199051,-1.59716,3.37078,2.211,185.48635,63804.57301,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.5901107,0.061018,0.00352255,0.148842
67204309,-1.72022,3.45367,4.963,137.24151,37860.92961,2,0,0,8,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.9122227,0.188059,0,0.085334
67284390,-2.50355,3.82165,4.695,163.33482,20343.94652,1,0,0,8,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.824134,0.000694,0.01819935,0.202041
67431720,-1.74523,3.36464,1.315,203.68961,46395.66938,2,0,0,14,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5066591,0.11921,0.00813467,0.241136
67432473,-1.92364,3.405735,2.222,198.1937,39943.38269,0,0,0,3,2,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5543164,0.113009,0.00646503,0.230833
67441719,-1.11822,3.60358,1.228,138.91213,37128.95363,2,0,0,13,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2.9055313,0.05649,0.00921628,0.094946
67538801,-1.93294,3.51777,7.034,212.09966,86782.67954,2,0,0,14,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2.6597864,0.14125,0.01045183,0.171173
67620531,-3.29267,3.7241,2.946,161.80676,26470.19217,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.6902097,0.01191,0.01781413,0.238934
67644862,-1.79963,3.65493,6.354,100.4255,12677.05636,0,0,0,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.938512,2.5E-05,0,0.080403
67673891,-1.38257,3.67647,5.259,113.0903,23512.63785,0,0,0,15,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.3443488,0.000139,0,0.074497
67701930,-2.06104,3.495115,3.457,171.55515,72293.55898,3,0,0,9,3,3,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2.3498724,0.114358,0.01809213,0.162124
67717966,-3.56221,3.29765,5.355,211.95081,27019436.88,2,0,0,9,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0808896,0.0471,0.00177381,0.225057
677294,-1.15079,3.642525,3.57,186.65387,70447.63941,0,0,0,1,1,3,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3.1323885,0.000116,0,0.059811
67749670,-1.38855,3.394035,3.853,203.61632,109002.1412,2,0,0,10,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5750444,0.01726,0.01713028,0.177156
67807885,-1.80304,3.45407,1.781,216.02639,108525.7845,2,0,1,13,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2.6958709,0.066061,0.00330615,0.135375
67809043,-1.99645,3.738,4.074,181.98209,37212.19993,3,0,0,7,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1.4969118,0.00046,0,0.23944
67851473,-2.08242,3.544065,2.999,151.36727,19141.17302,3,0,0,14,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2.5806738,0.123916,0.0194631,0.255841
67903373,-2.20935,3.58928,7.087,167.10946,15564.97187,2,0,0,9,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2.6529207,3E-05,0,0.167022
67904080,-2.19413,3.501925,8.932,128.91169,27052.79162,4,0,1,7,2,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.645611,4.8E-05,0,0.154707
68139523,-1.1359,3.22226,4.419,187.68525,32333.1437,3,0,0,8,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2.083019,0.115432,0.0446322,0.389841
68190969,-1.28375,3.697925,5.268,191.3515,20503.74194,4,0,0,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4413536,0.010806,0,0.067497
68312326,-1.46098,3.746655,3.66,180.40862,76517.24193,0,0,0,5,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.391449,0.643526,0.01400497,0.107819
68326264,-2.07311,3.35184,5.997,185.25089,8462.39183,4,0,0,7,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.2590099,0.010254,0,0.275962
68504271,-1.35283,3.303875,3.802,188.24621,16906.44623,2,0,0,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.1751394,0.055105,0.0236267,0.182831
68549496,-2.46403,3.586705,5.902,172.70752,57004.42134,2,0,0,10,4,1,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2.7375956,0.195887,0.01429443,0.243553
68553702,-2.87178,3.47383,3.135,206.13777,61315.73687,0,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5106841,0.133534,0,0.198288
68665016,-1.59515,3.295055,2.788,215.89615,96598.42203,0,0,0,5,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.499762,0.111359,0.01286079,0.222052
68680161,-2.90925,3.81721,5.049,122.85156,16538.87749,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6892761,0.000444,0.02093069,0.227798
68699715,-0.95838,3.595445,2.265,110.74221,17328.2953,0,0,0,14,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4640364,0.031375,0,0.082123
68768291,-1.67994,3.456015,5.02,185.48172,50372.52842,0,0,0,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.6753903,0.045535,0.00276768,0.113639
68769801,-0.19066,4.000745,3.125,167.73484,16619.19533,0,0,0,6,6,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.3513933,0.024802,0.22340324,0.496994
68790624,-2.06656,3.53645,10.851,147.61997,37639.96424,2,0,0,11,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2.6286482,0.000289,0,0.14805
68927547,-1.97459,3.548855,2.579,188.421,51547.98384,3,0,0,7,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5847246,0.062656,0,0.158522
68931483,-2.02758,3.404695,3.808,155.12173,46826.65815,4,0,0,10,4,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.6928607,0.085907,0.01799827,0.200748
68945229,-1.35062,3.427855,2.16,183.14446,38982.80545,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5275314,0.083681,0.02684177,0.24776
68973634,-2.24255,3.536145,4.317,204.09773,90135.27444,0,0,0,6,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.6471793,0.1166,0,0.167163
69017646,-2.73595,3.762075,7.505,127.97643,12548.46494,2,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5498467,0.001727,0.02526759,0.222727
69037744,-2.19343,3.69073,2.524,169.52103,19167.58785,2,0,1,9,4,6,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5353873,0.071415,0.02053137,0.240259
69118468,-1.11491,3.481385,5.059,172.41138,72310.50891,2,0,0,9,3,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.6867306,0.090362,0,0.122836
69165388,-1.55333,3.54671,4.766,208.10552,42852.4363,1,0,0,14,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5265741,0.057096,0.01150373,0.240983
69187757,-3.20661,3.086125,4.315,248.28986,-81123.08187,2,0,0,7,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1691181,0.185994,0.04839466,0.397557
69288401,-0.23232,3.286405,2.883,152.85258,28513.73725,1,0,0,9,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.7756025,0.12565,0.0315268,0.11744
69494906,-0.38533,3.472635,3.341,209.71154,44347.30408,3,0,0,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.8753799,0.061217,0,0.127994
69504,-1.52774,3.593265,3.623,190.18003,30143.29899,2,0,1,8,3,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2077928,0.001055,0.01840298,0.146811
69543578,-2.59432,3.48369,4.045,186.39143,33082.50822,0,0,0,6,6,0,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2.4071316,0.041287,0.01734421,0.24996
69598240,-1.23715,3.319965,3.535,190.89103,32954.30243,1,0,0,8,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2.9041693,0.114213,0.03350687,0.174685
69598332,-1.52764,3.31319,4.944,186.46912,35541.88881,0,0,0,3,3,2,1,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.6233134,0.096805,0,0.171709
69598380,-1.15349,3.303185,3.689,189.1702,34848.94536,0,0,0,5,5,2,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.7108126,0.180513,0.038266,0.258142
69598404,-1.35006,3.393285,5.542,168.75539,26729.10917,0,0,0,3,3,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.7889522,0.207196,0.02594619,0.223213
69598413,-1.12324,3.32684,3.211,149.58276,21888.88533,6,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.7122679,0.178414,0.04024797,0.28325
69598451,-1.38171,3.25778,4.389,171.90769,27082.36406,1,0,0,8,3,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.7032745,0.150328,0.03943216,0.304167
69598491,-1.22797,3.434665,6.096,186.27487,33699.623,4,1,0,13,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.9438122,0.14951,0.02157069,0.159651
69598494,-1.42984,3.29349,1.812,187.66256,34947.77235,2,0,0,10,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.8447128,0.075985,0.02088668,0.125464
69598514,-1.61726,3.37827,4.029,179.87937,34127.90235,0,0,0,4,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.7599074,0.164367,0.03095712,0.27059
69598516,-1.71964,3.35682,5.668,159.61084,35851.45292,1,0,0,15,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.4964717,0.128195,0.02275926,0.217565
69598529,-1.34018,3.363115,1.48,185.99616,34504.15594,4,0,0,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2.6658006,0.175009,0.03878654,0.278696
69598530,-1.3492,3.271365,4.957,182.1307,34985.13639,1,0,0,10,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2.6715644,0.157005,0.03232411,0.286455
69598584,-1.18834,3.42164,2.264,168.8077,31500.09127,1,0,0,9,3,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.6852588,0.165979,0.02985574,0.243284
69598602,-1.46532,3.143535,4.181,186.05313,70091.00254,1,0,0,10,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.5682155,0.289421,0.02551339,0.266417
69598642,-1.23438,3.388175,6.122,176.36584,25499.46734,1,0,0,7,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.980158,0.176087,0.02291669,0.191797
69705085,-2.70728,3.39125,4.095,185.12516,4042391.074,0,0,0,5,5,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2.7104613,0.282662,0,0.226751
69705735,-2.50603,3.65634,5.484,167.40437,45024.62348,0,0,0,8,8,3,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2.7972461,0.017493,0,0.170585
69714344,-1.58135,3.65904,4.779,140.33222,30571.58521,0,0,0,7,7,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2.4767376,0.002916,0,0.067056
69764492,-1.55751,3.910265,3.755,170.55796,37986.21507,4,0,0,7,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3.6346124,0.487992,0.00588752,0.058396
69807665,-1.73015,3.28407,5.818,187.39058,78290.2132,4,0,0,7,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.5164898,0.295365,0,0.17902
69845,-1.31298,3.63308,2.742,122.15912,35524.67819,0,0,0,19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.0568409,0.10169,0.02967617,0.12532
69914480,-2.19925,3.47157,7.477,170.9352,111070.9217,2,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.5513749,0.10104,0,0.240349
69914635,-1.96055,3.60797,9.317,168.68553,79043.13729,2,0,0,9,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.6998203,0.074682,0,0.228941
69915948,-2.30941,3.626635,4.574,164.84079,91596.20571,4,0,0,9,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.5953067,0.073919,0,0.245951
69930327,-1.60654,3.305045,3.557,212.83494,76435.54325,2,0,0,9,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.5588109,0.23726,0.01434574,0.254539
699723,-0.82983,3.58761,2.787,187.35419,31488.23155,7,0,0,12,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3.8076333,0.330066,0.00981402,0.087336
69989671,-2.52583,3.56993,2.181,110.83105,11159.2005,4,0,0,11,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2.3242521,0.062014,0,0.07061
70026142,-1.60542,3.24221,3.161,197.05545,89251.737,2,0,0,6,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2.5809764,0.102449,0.01060163,0.144165
70036914,-2.43304,3.464485,1.941,197.17134,826142.035,2,0,0,10,4,2,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.32985,0.001865,0.01299956,0.222059
70098456,-2.39614,3.81477,6.693,137.75595,14323.0089,0,0,0,5,5,2,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7016283,0.001465,0,0.183496
70123457,-2.54822,3.853605,4.049,99.74631,7270.35101,0,0,0,5,5,2,1,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5889994,0.00049,0,0.2213
70148323,-2.05463,3.656045,5.449,181.06655,7362.94885,2,0,0,8,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.4907771,0.033456,0,0.13152
70196944,-0.87776,3.568965,2.121,164.55521,38708.78172,2,0,0,14,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2.9074237,0.076075,0,0.085708
70233593,-1.55122,3.27222,3.339,189.50205,70586.87199,2,0,0,8,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5074318,0.227795,0.0142757,0.238455
70253387,-1.80137,3.48093,4.2,188.92239,33346.34885,2,0,0,13,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3.8147174,0.140959,0,0.172849
70257494,-2.4497,3.52095,7.634,156.49874,38100.91491,2,0,0,7,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8074005,0.095297,0,0.154764
70410425,-0.98491,3.365285,2.255,143.82284,13921.26679,0,0,0,7,7,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,2.9098476,0.156638,0.06529155,0.290251
70443878,-1.8261,3.694345,4.181,121.48455,20657.29144,1,0,0,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.2375449,0.011049,0.04472515,0.411245
70470509,-2.03914,3.495715,4.297,181.041,19346.04051,0,0,0,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5764085,0.073314,0.02065307,0.23464
70499014,-1.77557,3.5057,4.36,171.67612,21631.64298,1,0,0,14,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.3214997,0.029683,0.02276311,0.233475
70507279,-1.09202,3.37722,2.945,142.71136,20542.49225,0,0,0,4,4,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.6869466,0.06897,0.02662303,0.271097
70536460,-2.27473,3.197875,7.116,192.57625,20220.87569,3,0,0,7,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2.4803105,0.250799,0.04528827,0.369549
70541151,-1.82889,3.704925,6.175,174.83199,14054.03084,2,0,0,14,3,2,2,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.5614972,0.077434,0.0200965,0.229788
70587616,-0.95866,3.52102,1.153,222.84767,36534.03604,2,0,0,8,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0681326,0.030037,0.17549733,0.422732
70588177,-1.40759,3.480685,7.067,142.1329,20243.88334,0,0,0,5,5,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2.1003706,0.022691,0.01975949,0.289513
70616162,-1.14257,3.429725,10.494,141.65351,-33348.70251,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1.9339301,1E-06,0,0.394862
70616844,-0.85304,3.875455,3.38,184.15493,19968.67049,3,0,0,13,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3.1032876,0.162151,0.05254922,0.212047
70631747,-1.66263,3.49414,5.041,146.02959,17997.47344,1,0,0,9,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0.8576219,0.013612,0.00221784,0.261751
71057928,-1.15623,3.336435,1.875,206.17343,23719.34957,3,0,0,10,4,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.889593,0.259593,0.06240183,0.386661
71147947,-0.72842,3.755035,1.018,179.91458,20876.10453,0,0,0,4,4,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3912182,0.129993,0,0.1592
71322261,-0.48518,3.21731,2.195,197.90318,-4388.31366,2,0,0,13,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.575659,0.158863,0.05195193,0.21536
71328571,-1.84273,3.467645,4.148,185.55445,29292.44079,1,0,1,11,6,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.7925375,0.186467,0.04418491,0.363953
71356321,-1.7909,3.334925,6.892,184.48056,17644.32259,0,0,0,4,4,2,3,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.3191385,0.35958,0.04365573,0.392317
71401547,-1.70713,3.5703,4.305,145.58638,15265.46142,2,0,0,8,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.6354814,0.000683,0.03457734,0.324142
71403973,-0.75501,3.412365,2.618,141.88067,13359.68229,3,0,0,7,1,3,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2.2670825,0.07146,0.04046463,0.252434
71404880,-1.78724,3.303235,4.652,107.50349,24838.91838,4,0,0,7,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1218502,0.000136,0,0.148634
714741,-1.66971,3.80879,6.448,191.37545,63078.25651,1,0,0,13,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0673566,0.000769,0,0.053363
71664712,-1.68894,3.74914,4.488,179.84963,29961.43178,2,0,0,7,1,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2.4425705,0.001062,0,0.05064
722904,-1.55314,3.74861,6.716,173.6308,85462.34148,0,0,0,1,0,2,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.6312677,0.669311,0,0.052885
722939,-1.22252,3.651885,2.9,201.63978,42869.93216,0,1,0,15,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4004844,0.079263,0.00794036,0.057737
72725,-1.7342,3.49058,2.566,191.52529,80588.44204,3,0,0,13,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3.0843695,0.044405,0.01837799,0.146659
73674759,-2.25442,3.4269,7.001,202.65134,43530.58607,0,0,0,6,6,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.7398685,0.23689,0.02904133,0.387359
73697,-3.24397,3.494935,0.694,215.65821,-89902.64052,3,0,0,9,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.4305554,1.312297,0.05391142,0.248162
737312,-0.88342,3.58013,5.105,126.51029,17524.09558,0,0,0,3,3,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2301086,2.1E-05,0,0.055006
738092,-1.1362,3.621875,4.884,181.69839,35321.64909,2,0,0,10,4,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1808287,0.222296,0.01510917,0.070592
74995,-1.10726,3.54384,6.87,207.96039,79942.203,0,0,0,7,7,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3.2135928,0.8167,0.02112691,0.194394
755456,-1.74316,3.428195,1.921,184.00542,16642.55226,2,0,0,10,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.7801982,0.106645,0.03250036,0.21421
759534,-0.97462,3.579715,4.039,213.49391,41711.8233,2,0,0,10,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.3052152,0.086861,0.00792518,0.057006
