PubChem ID, E(HOMO/PM6) [eV], E(LUMO/PM6) [eV],E(LUMO) – E(HOMO) [eV], DipoleMoment [D], IsotropicAverageAlpha [A.U.], AverageBeta [A.U.], AverageGamma [A.U.], S1, S2, INDOS-OscStr,nBM,nDB,nAB,nC,nN,nO,nCsp3,nCsp2,nCsp,Fsp3,max_conj_path,nR05,nR06,nR08,nBnz,HOMA,AROM,HOMT,nCs,nCrt,nCbH,nCb-,nCconj,nR=Cs,nR=Ct,nRCOOR,nRCO,nArCO,nN=C-N<,nRC=N,nRNH2,nArNH2,nRNHR,nArNHR,nRNR2,nArNR2,nArNO2,nROH,nArOH,nArOR,nPyrroles,nFuranes,nPyridines,nPyrazines,NaaCH,NsssCH,NdssC,NaasC,NsssN,NtN,NaasN,NaaNH,NsOH,NaaS,DRC(PUHF)
21276161,-8.48794,-1.58897,6.89897,2.205,135.40424,766.0577,26364.34234,2.7618186,5.9205,0.283969,5,5,0,9,2,1,1,8,0,0.111,10,0,2,0,0,-0.244,0,-2.44,0,0,0,0,8,4,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.231
21407026,-7.995,-1.59479,6.40021,0.704,238.56141,495.7601,46979.43168,2.5000145,4.3971547,0.253882,20,0,20,16,0,0,0,16,0,0,17,1,3,0,2,0.344,0.793,6.88,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0.241
21530174,-8.87362,-2.04572,6.8279,7.929,132.13932,924.7055,28635.52627,2.5080056,8.0873223,0.421502,4,4,0,8,2,2,1,7,0,0.125,8,0,2,0,0,-0.095,0,-0.668,1,0,0,0,6,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0.360
21623218,-8.40056,-1.70167,6.69889,6.627,193.25151,413.5544,28665.1902,2.6234109,4.5472743,0.530176,9,3,6,14,0,1,1,13,0,0.071,10,0,3,0,1,-0.217,0.899,-2.167,1,0,2,4,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0.454
21709739,-8.36294,-1.75314,6.6098,2.854,185.59811,494.238,68724.67968,2.6931014,5.2274249,0.385139,13,2,11,12,2,2,0,12,0,0,14,0,3,0,1,0.052,0.922,0.782,0,0,4,2,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0.252
21809444,-7.17236,-0.63438,6.53798,2.255,202.09598,275.3084,15717.87494,2.6555053,4.2263653,0.376586,8,2,6,14,2,0,4,10,0,0.286,6,0,3,0,0,na,na,na,1,0,0,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,2,0,0,0,0,0,0,0.326
21886792,-7.37522,-1.28332,6.0919,2.009,270.02279,2747.4509,92210.90493,2.8071074,4.5127349,0.983636,13,3,10,17,1,0,1,16,0,0.059,13,1,2,0,1,-0.154,0.892,-2.154,1,0,2,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,1,0,0,0,0.354
21886798,-8.21445,-1.89362,6.32083,3.513,217.59931,2199.9699,-9271.06467,2.3851466,5.8195997,0.487821,12,0,12,14,1,1,1,13,0,0.071,12,2,2,0,2,-0.008,0.766,-0.108,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0.330
21886994,-8.06417,-1.07265,6.99152,1.284,217.83465,632.8484,92476.7729,3.0190821,5.7274565,0.362368,17,1,16,15,3,0,1,14,0,0.067,14,1,2,0,1,0.225,0.88,3.607,1,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,2,0,0,0,0,0,0,0.206
21887267,-8.94163,-1.8969,7.04473,3.231,215.91212,584.46,61093.40355,2.143726,6.1975699,0.032903,13,1,12,15,2,0,1,14,0,0.067,12,1,3,0,2,-2.148,0.71,-27.928,0,0,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0.222
21887273,-8.59563,-1.90603,6.6896,1.715,226.32014,679.397,32321.81289,2.7283612,5.1291041,0.153546,10,4,6,15,2,1,1,14,0,0.067,8,1,2,0,1,-0.07,0.894,-0.909,0,0,4,2,7,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,0,0,0,0,0,0,0.262
21887337,-8.44041,-2.15639,6.28402,1.684,237.45841,1455.9182,-14201.97898,2.4812191,5.3265062,0.792728,13,1,12,15,2,0,1,14,0,0.067,12,1,3,0,1,0.041,0.762,0.528,1,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,6,0,0,0,0,0,0,0.413
21887704,-8.29887,-1.94041,6.35846,5.032,215.41839,2225.9079,9133.24846,2.4388407,5.6640458,0.391665,12,0,12,14,1,1,1,13,0,0.071,12,2,2,0,2,-0.063,0.766,-0.823,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0.295
21986279,-9.49297,-1.99403,7.49894,5.65,133.54029,126.2923,10870.20669,2.7036111,5.0437131,0.108066,7,1,6,10,1,1,2,8,0,0.2,6,1,1,0,1,-0.545,0.873,-3.267,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0.234
22074252,-8.88027,-1.4767,7.40357,4.59,89.00299,182.3084,7206.71953,1.3605744,3.3568467,0.0174,2,2,0,6,0,3,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0.668
22100319,-8.92458,-1.79735,7.12723,6.353,174.5901,129.4732,25020.12672,2.7961992,5.2808261,0.340187,9,3,6,13,1,1,1,12,0,0.077,6,0,3,0,1,0.021,0.892,0.189,0,1,4,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0,0,0.285
22294701,-8.27277,-1.72073,6.55204,5.416,216.80481,677.9616,24484.19444,2.5462302,4.8858024,0.661902,10,4,6,15,0,1,0,15,0,0,14,0,2,0,1,-0.177,0.893,-2.484,0,0,2,4,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0.337
22311913,-9.1373,-2.27249,6.86481,6.961,115.17079,676.2542,15869.05754,2.6276162,5.5092529,0.154722,7,1,6,7,3,1,0,7,0,0,6,1,1,0,1,-1.189,0.855,-7.135,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0.206
22491692,-10.25059,-3.19862,7.05197,2.461,123.16189,1103.9246,39529.67737,2.407144,8.0576663,0.20063,8,3,5,7,5,1,0,7,0,0,11,2,1,0,0,-0.495,0.914,-5.447,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,1,0,0,0,0.122
22497284,-7.58647,-1.66944,5.91703,4.152,240.12166,2864.555,4246.19691,1.8716734,4.7966799,0.359775,20,0,20,16,0,1,0,16,0,0,17,1,3,0,2,0.122,0.909,2.446,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.427
22598234,-8.37459,-1.34291,7.03168,3.904,105.14416,236.9628,7126.52589,1.1803126,2.7195918,0.001191,2,2,0,8,0,1,2,6,0,0.25,0,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.831
22998837,-8.01297,-0.65942,7.35355,1.877,120.97228,249.0794,19626.92537,3.0046833,6.3716241,0.108771,4,4,0,9,1,1,2,7,0,0.222,8,0,0,0,0,-0.276,0,-1.932,1,0,0,0,7,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.084
23219122,-9.11411,-1.46169,7.65242,2.548,196.84891,280.3808,53830.51521,2.8160384,7.2915783,0.031825,14,2,12,16,1,1,0,16,0,0,16,0,2,0,2,0.143,0.99,2.436,0,0,10,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,2,0,0,0,0,0,0,0.337
23282440,-7.97416,-1.16687,6.80729,2.338,165.98441,708.8159,3424.53138,2.8406713,5.5469892,0.557867,15,0,15,12,0,1,0,12,0,0,13,1,2,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.184
23287913,-10.49388,-3.43736,7.05652,2.641,104.15545,541.4409,9404.01626,3.1420005,5.9682348,0.379525,3,3,0,5,4,2,0,5,0,0,4,1,1,0,0,-2.513,0,-7.538,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0.341
23318333,-7.71856,-1.55735,6.16121,2.584,187.38629,271.9035,-17652.34565,1.656968,2.3450849,0.125068,9,3,6,12,3,0,1,11,0,0.083,6,0,2,0,1,na,na,na,1,0,4,2,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,2,1,0,0,0,0,0,0.703
23323007,-9.13267,-2.40428,6.72839,6.584,147.23516,683.8165,12819.39842,2.8707445,5.006214,0.650005,15,0,15,9,3,1,0,9,0,0,13,1,2,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.288
23557366,-8.07249,-0.10454,7.96795,5.349,149.40666,125.3259,7849.88671,2.7581376,9.9576513,0.132141,1,1,0,8,3,3,6,2,0,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.150
23617693,-8.35732,-1.63793,6.71939,5.516,203.54939,258.8866,38388.01938,2.5071154,5.0836767,0.198407,10,4,6,15,0,1,0,15,0,0,8,0,2,0,1,-0.16,0.887,-2.242,0,0,4,2,7,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,0,0,0,0,0,0,0.225
23617717,-8.60974,-1.80675,6.80299,2.954,208.13123,429.1301,16254.8234,2.6437419,5.2019284,0.265345,10,4,6,16,0,2,2,14,0,0.125,8,0,4,0,1,-0.194,0.896,-2.135,1,1,3,3,5,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0,0,0,0,0,0.342
25171959,-9.20666,-1.29048,7.91618,5.45,171.02325,230.0202,28578.63294,4.1608724,7.3598984,0.472582,12,1,11,13,1,2,2,11,0,0.154,12,0,3,0,1,0.592,0.932,7.7,2,0,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,5,2,0,2,0,0,0,0,2,0,0.082
44129605,-8.41297,-1.23095,7.18202,0.122,164.04978,705.0237,38811.9487,3.6074225,9.0940308,0.391658,7,2,5,10,2,1,2,8,0,0.2,9,1,2,0,0,0.291,0.703,2.621,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0.067
44181968,-9.55184,-2.06711,7.48473,6.523,136.05841,97.2144,12056.28131,2.7317904,5.1859528,0.101146,7,1,6,10,1,2,2,8,0,0.2,6,1,1,0,1,-0.731,0.868,-4.385,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,3,0,0,0,0,1,0,0.227
45077423,-9.03771,-2.05737,6.98034,2.207,151.47753,797.2506,28815.00091,2.688019,5.9389429,0.066553,7,1,6,9,2,0,1,8,0,0.111,8,2,1,0,1,-0.782,0.855,-6.257,0,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0.120
45077555,-8.24659,-1.70389,6.5427,1.788,182.1355,412.1762,70327.47281,3.1224538,5.2445685,0.42736,5,5,0,9,2,0,1,8,0,0.111,10,1,2,0,0,na,na,na,0,0,0,0,8,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.287
45077559,-9.23029,-2.35805,6.87224,3.656,144.2651,1234.7197,43620.77602,2.9297233,5.8179996,0.218123,7,1,6,8,3,0,1,7,0,0.125,8,2,1,0,1,-0.569,0.862,-4.555,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0.108
45079689,-8.61002,-1.26114,7.34888,4.326,112.62109,137.2738,8967.08026,0.8865314,3.0959204,0.016533,1,1,0,9,1,1,2,7,0,0.222,0,1,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458
45079761,-8.64487,-1.37502,7.26985,3.568,123.64391,240.8111,9092.59777,2.4322349,6.1802378,0.220636,7,1,6,9,2,0,1,8,0,0.111,6,0,2,0,0,-0.581,0.844,-3.486,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0.159
45080271,-9.31344,-2.36553,6.94791,3.904,115.10407,161.4773,10990.90163,1.166768,2.9530179,0.003408,7,1,6,8,2,1,0,8,0,0,6,2,2,0,0,-0.168,0.85,-1.009,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.818
45093311,-8.69776,-1.50379,7.19397,5.199,182.86558,958.5291,51043.25179,3.0877159,7.001269,0.213913,10,4,6,13,1,2,1,12,0,0.077,12,0,2,0,1,-0.27,0.985,-3.515,0,0,4,2,4,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,0,0,0,0,0,0,0.060
45099154,-8.16438,-1.31531,6.84907,2.241,149.01074,595.5966,-3735.12037,2.7625302,5.7482908,0.431892,14,0,14,10,1,1,0,10,0,0,12,2,1,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0.176
45099157,-8.15962,-1.4238,6.73582,3.152,150.0593,653.8718,-3971.72904,2.8141119,5.7580669,0.464295,14,0,14,10,1,1,0,10,0,0,12,2,1,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0.177
45099179,-8.5649,-1.67094,6.89396,4.973,142.40876,579.6815,-297.75282,2.693542,6.7091846,0.350039,4,4,0,9,2,1,0,9,0,0,8,2,1,0,0,-0.594,0,-4.75,0,0,0,0,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.150
45120288,-8.97721,-2.08077,6.89644,2.584,135.26903,461.2825,10532.49843,2.8098101,5.5165265,0.38749,4,4,0,9,2,1,1,8,0,0.111,8,2,1,0,0,-0.819,0,-6.548,0,0,0,0,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.200
45120293,-8.73857,-1.68483,7.05374,0.52,140.0362,390.9607,9931.54564,2.647039,5.2868361,0.255913,5,5,0,10,1,1,1,9,0,0.1,10,2,1,0,0,-0.524,0,-5.766,0,0,0,0,9,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.178
45120839,-8.35406,-2.49929,5.85477,4.757,145.06464,1315.3839,46898.41361,1.9847878,6.0478101,0.088379,4,4,0,6,2,0,0,6,0,0,6,2,0,1,0,-0.285,0,-1.713,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.170
45121132,-8.63206,-1.73967,6.89239,2.751,141.48259,491.4381,2398.16706,2.6483726,5.1498234,0.315274,14,0,14,9,2,1,0,9,0,0,12,2,1,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0.221
45121139,-8.85251,-2.11845,6.73406,2.23,136.82875,543.9713,1013.69957,2.7808504,5.2605308,0.434379,4,4,0,8,3,1,0,8,0,0,8,2,1,0,0,-0.633,0,-4.431,0,0,0,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.247
45121589,-8.81772,-1.62088,7.19684,0.296,159.60719,30.9584,17007.94319,2.8023527,5.1579763,0.38627,6,6,0,11,2,0,1,10,0,0.091,12,1,2,0,0,-0.281,0,-3.657,0,0,0,0,10,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.204
45122561,-8.52363,-1.74873,6.7749,5.736,144.95231,610.5094,3761.82205,2.8812657,5.7102705,0.482421,4,4,0,10,1,1,1,9,0,0.1,8,2,1,0,0,-0.561,0,-4.486,0,0,0,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.195
46739853,-8.81026,-1.96385,6.84641,7.813,135.26879,1010.3723,29979.24239,2.6365253,5.1398675,0.133194,7,1,6,9,2,1,1,8,0,0.111,6,1,1,0,1,-0.773,0.872,-4.639,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0.213
53423911,-9.01072,-1.95836,7.05236,8.422,122.2067,892.1925,23152.90821,2.7179405,5.1480606,0.147003,7,1,6,8,2,1,0,8,0,0,6,1,1,0,1,-0.79,0.868,-4.739,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0.206
53441027,-9.25408,-2.59885,6.65523,5.877,203.15801,302.1275,-13030.16242,2.9489957,4.829507,0.834237,10,4,6,14,0,2,0,14,0,0,14,0,3,0,1,-0.486,0.884,-6.807,0,0,2,4,6,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0.350
53628592,-7.87204,-1.43909,6.43295,3.172,56.28773,75.9289,-2696.02596,2.5144704,10.0971043,0.036698,0,0,0,3,1,0,2,1,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933
53882246,-7.56075,-1.50086,6.05989,7.936,211.50648,2226.2032,44432.17905,2.2157551,4.8424796,0.586595,7,7,0,13,1,2,0,13,0,0,14,0,3,0,0,0.057,0,0.862,0,0,0,0,13,8,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0.377
53932850,-9.48726,-1.99848,7.48878,5.736,146.59417,191.6889,13796.88964,2.6975561,5.0463745,0.109402,7,1,6,11,1,1,3,8,0,0.273,6,1,1,0,1,-0.549,0.873,-3.297,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0.234
54007360,-7.57445,-1.55646,6.01799,7.917,211.21219,1691.76,12251.01203,2.2842771,4.6422006,0.600237,7,7,0,13,1,2,0,13,0,0,14,0,3,0,0,0.087,0,1.299,0,0,0,0,13,8,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0.366
54171473,-9.05314,-1.50384,7.5493,2.269,170.54717,250.1753,33726.41685,2.6152009,6.1835103,0.028904,9,3,6,13,1,2,1,12,0,0.077,10,0,1,0,1,-0.044,0.99,-0.442,1,0,5,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,3,1,0,0,0,0,1,0,0.321
54177237,-8.98811,-2.75525,6.23286,5.619,136.9751,104.9477,-15983.53734,4.281273,4.4339287,0.047969,6,0,6,9,2,2,1,8,0,0.111,6,0,2,0,1,0.456,0.917,2.734,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0.917
54286369,-7.40881,-0.62118,6.78763,3.164,168.4344,870.8721,19288.80723,2.7401536,5.2786682,0.18394,7,1,6,12,1,0,3,9,0,0.25,8,0,2,0,1,na,na,na,0,0,4,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,2,1,0,0,0,0,0,0.242
54327334,-7.38396,-1.74812,5.63584,2.576,281.18572,2186.4078,-67172.83737,2.1648505,3.5515633,0.313892,17,1,16,19,0,0,1,18,0,0.053,16,1,4,0,3,0.045,0.905,0.862,1,0,7,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,3,0,0,0,0,0,0,0.533
54336280,-8.46484,-2.06702,6.39782,5.703,224.3104,354.747,13003.43205,2.7318706,4.2711866,0.711668,13,2,11,15,0,1,0,15,0,0,14,0,3,0,2,-0.244,0.89,-3.659,0,0,5,5,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,0,0,0,0,0,0,0.475
56994813,-7.92184,-0.76676,7.15508,0.007,214.64795,0.8606,60611.61484,2.6348166,3.6486919,0.071483,5,5,0,16,2,0,6,10,0,0.375,10,0,2,2,0,-1.32,0,-13.199,6,0,0,0,9,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0.621
57001309,-9.20691,-2.02735,7.17956,4.227,119.95778,281.5615,12122.21828,1.1891054,2.1614827,0.008828,3,3,0,9,0,3,2,7,0,0.222,0,2,2,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.804
57044848,-8.10129,-1.27838,6.82291,1.697,187.98189,1095.3097,84517.62934,2.5897001,5.4907099,0.225093,8,3,5,13,1,1,2,11,0,0.154,11,3,0,1,0,na,na,na,1,0,0,0,6,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,5,1,0,0,0,0,0,0,0.112
57045158,-7.82888,-1.24752,6.58136,2.709,180.02583,604.6987,37099.5288,2.59816,5.0436971,0.168645,13,2,11,12,4,0,0,12,0,0,15,2,1,1,1,0.57,0.75,9.697,0,0,4,2,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,4,0,0,1,0,0,0,0.186
57047390,-8.44593,-1.78886,6.65707,4.42,229.57738,980.2117,40479.1049,2.8215896,5.0925069,0.215733,10,4,6,15,2,1,1,14,0,0.067,8,1,2,0,1,0.04,0.895,0.521,1,0,4,2,7,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,0,0,0,0,0,0,0.257
57165299,-7.53737,-1.10698,6.43039,0.894,205.56594,87.7283,54088.19265,1.8541031,4.0103242,0.057767,13,1,12,16,0,1,0,16,0,0,8,0,2,1,2,0.307,0.915,4.298,0,0,8,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,4,0,0,0,0,1,0,0.372
57239119,-8.61952,-1.84502,6.7745,3.764,209.90214,1346.8081,67418.54307,2.9000009,6.8011551,0.25444,8,8,0,13,3,2,0,13,0,0,16,0,3,0,0,0.062,0,0.994,0,0,0,0,13,6,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0.126
57346323,-9.58009,-2.11785,7.46224,5.673,162.97819,282.2724,16592.44397,2.4133773,7.0840609,0.036432,6,6,0,13,0,2,1,12,0,0.077,10,1,1,0,0,-0.775,0,-8.526,1,0,0,0,9,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.178
57347410,-9.33643,-1.73413,7.6023,5.844,114.77238,211.1481,8278.08603,2.785498,7.2665214,0.200708,7,1,6,8,3,0,1,7,0,0.125,6,0,2,0,0,-0.728,0.837,-4.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0.118
57355993,-9.57281,-2.36381,7.209,3.966,124.72567,608.9478,14152.90443,2.6937429,5.5667854,0.202589,7,1,6,8,3,1,1,7,0,0.125,8,2,1,0,1,-0.538,0.865,-4.307,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0.113
57357383,-8.34265,-1.78474,6.55791,6.105,145.50401,874.1261,-3393.40823,2.8394532,5.561966,0.533613,4,4,0,9,2,1,0,9,0,0,8,2,1,0,0,-0.409,0,-3.27,0,0,0,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.205
57375445,-6.64602,-0.93064,5.71538,0.003,207.77583,1.2371,-8450.52113,2.475064,3.5047681,0.332805,19,1,18,14,2,0,0,14,0,0,16,0,4,0,2,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0.483
57567794,-6.95346,-1.21849,5.73497,2.334,238.46111,1578.7535,-78477.72693,2.4670832,4.5420118,0.157289,11,0,11,16,0,0,4,12,0,0.25,10,0,3,0,2,0.298,0.919,3.283,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0.644
57730924,-8.19461,-1.5704,6.62421,4.038,149.81481,229.927,14945.09113,2.1515612,4.6666038,0.234969,12,2,10,11,1,1,0,11,0,0,13,1,2,0,0,0.378,0.946,5.675,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,2,0,0,0,1,0,0,0.191
