PubChem ID, E(HOMO/PM6) [eV], E(LUMO/PM6) [eV],E(LUMO) – E(HOMO) [eV], DipoleMoment [D], IsotropicAverageAlpha [A.U.], AverageBeta [A.U.], AverageGamma [A.U.], S1, S2, INDOS-OscStr,nBM,nDB,nAB,nC,nN,nO,nCsp3,nCsp2,nCsp,Fsp3,max_conj_path,nR05,nR06,nR08,nBnz,HOMA,AROM,HOMT,nCs,nCrt,nCbH,nCb-,nCconj,nR=Cs,nR=Ct,nRCOOR,nRCO,nArCO,nN=C-N<,nRC=N,nRNH2,nArNH2,nRNHR,nArNHR,nRNR2,nArNR2,nArNO2,nROH,nArOH,nArOR,nPyrroles,nFuranes,nPyridines,nPyrazines,NaaCH,NsssCH,NdssC,NaasC,NsssN,NtN,NaasN,NaaNH,NsOH,NaaS,DRC(PUHF)
235336,-9.34064,-2.01751,7.32313,7.516,185.39843,1550.6102,65222.00405,3.4166416,8.1536698,0.364761,14,1,10,13,4,0,0,10,3,0,11,1,1,0,1,0.682,0.959,8.185,0,0,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,1,0,3,0,1,0,0,0.072
243443,-8.7862,-1.6657,7.1205,3.677,191.42148,779.3607,122364.69111,2.7783219,9.3504793,0.320507,14,3,11,11,3,3,0,11,0,0,7,1,1,0,1,0.407,0.976,5.297,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,3,0,0,0,0,0,0,0.088
248808,-8.13312,-1.05787,7.07525,2.144,185.096,802.4131,32192.83845,3.6465761,5.8563991,0.754208,13,2,11,13,2,0,0,13,0,0,14,0,3,0,2,0.396,0.948,6.338,0,0,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,0,0,0,0,0.212
286368,-8.44706,-1.26371,7.18335,5.5,170.15535,424.8926,28041.76003,2.9158955,10.5661699,0.199523,13,2,11,12,2,2,2,10,0,0.167,10,1,2,0,2,0.669,0.945,7.364,2,0,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0.051
288109,-8.51141,-0.74823,7.76318,1.66,183.08443,41.6709,49632.00093,3.672139,8.3072851,0.331347,12,0,12,14,2,0,2,12,0,0.143,6,0,2,1,2,0.909,0.976,10.907,2,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0.096
288299,-8.18279,-0.72007,7.46272,3.195,168.73077,321.7333,14926.38684,3.6424235,7.4841443,0.381515,12,1,11,12,3,0,2,10,0,0.167,12,0,3,0,2,0.641,0.95,8.329,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,0,0,0,0,0,0.070
289826,-8.86759,-1.11262,7.75497,4.449,179.6974,383.2346,26221.8173,2.3516835,7.382399,0.065088,5,5,0,14,0,1,3,11,0,0.214,10,1,0,0,0,-0.217,0,-2.17,0,0,0,0,9,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.127
290341,-8.31915,-0.83081,7.48834,2.739,174.34425,253.5092,35480.22773,3.4375705,6.3226962,0.552907,10,4,6,13,1,1,0,13,0,0,14,0,3,0,1,0.616,0.962,8.622,0,0,4,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,1,0,0,0,0,0,0.082
298497,-7.9717,-1.23884,6.73286,0.54,191.45986,693.3326,34725.49237,3.205358,5.376132,0.388327,9,3,6,13,2,1,1,12,0,0.077,12,0,3,0,1,na,na,na,1,0,3,3,6,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,0,0,0,0,0,0.251
308112,-9.31834,-2.24,7.07834,1.465,159.8549,525.1542,34852.81639,2.6116213,5.3385187,0.113793,7,1,6,10,2,3,1,9,0,0.1,6,1,1,0,1,0.951,0.989,5.706,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,2,0,0,0,0,0,0.264
308716,-8.86565,-1.26298,7.60267,3.068,180.30022,327.6045,52277.55196,3.6595487,6.3621263,0.626155,13,2,11,13,1,2,0,13,0,0,15,2,1,0,1,0.005,0.956,0.077,0,0,4,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,2,3,0,0,0,0,0,0,0.090
310601,-7.59393,-1.21589,6.37804,4.251,220.56434,645.9096,95853.38057,3.1448506,6.9564987,0.242667,16,0,16,13,5,0,1,12,0,0.077,14,0,3,0,2,0.474,0.914,7.588,0,0,4,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,4,0,0,0,0,0,0,0.159
314946,-9.30439,-2.21615,7.08824,1.354,172.06682,536.404,37449.12215,2.6134903,5.2949866,0.109663,7,1,6,11,2,3,2,9,0,0.182,6,1,1,0,1,0.952,0.989,5.71,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,2,0,0,0,0,0,0.261
315476,-8.3316,-0.90148,7.43012,5.002,208.61676,443.3559,67154.50033,2.7274615,7.1480809,0.337319,16,0,16,14,4,0,3,11,0,0.214,15,1,2,0,1,0.568,0.808,9.661,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0.107
316022,-9.09452,-1.66185,7.43267,3.248,195.46966,169.0727,34152.73134,3.3094057,11.2530963,0.171012,18,2,16,14,2,2,1,13,0,0.071,14,0,3,0,2,0.534,0.922,8.551,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,0,0.141
317923,-8.06402,-1.28488,6.77914,2.225,181.70195,76.1461,3755.48187,3.4373417,4.4052787,0.357205,6,0,6,12,2,2,6,6,0,0.5,6,0,3,0,1,-0.082,0.893,-0.492,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,2,0,0,0,0,0,0.503
337601,-8.17529,-1.93928,6.23601,8.919,212.81282,2063.1837,38025.57243,2.5841643,5.1882984,0.658911,12,7,5,14,2,2,0,14,0,0,17,1,3,0,0,0.004,0.92,0.062,0,0,0,0,10,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,1,0,0,0,0.249
341854,-8.61515,-1.07734,7.53781,4.81,103.2506,501.8981,8429.4554,2.9649238,9.0627048,0.412058,3,3,0,6,3,1,1,5,0,0.167,4,1,1,0,0,na,na,na,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0.086
352272,-8.50173,-1.19797,7.30376,3.272,136.87113,439.281,116284.22427,3.3417614,6.2881443,0.245604,10,0,10,7,3,0,1,6,0,0.143,9,1,1,0,1,0.19,0.743,1.519,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0.118
362360,-8.92288,-1.82094,7.10194,4.298,196.97839,730.947,55379.62543,3.1451021,6.0321477,0.239461,13,1,12,15,1,2,1,14,0,0.067,8,1,2,0,2,0.579,0.97,8.113,0,0,8,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,4,1,0,0,0,0,0,0.117
362362,-8.55206,-1.8706,6.68146,3.367,202.33228,1601.2556,115344.54511,2.984562,5.5141477,0.323342,13,1,12,15,1,2,1,14,0,0.067,8,1,2,0,2,0.592,0.971,8.286,0,0,8,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,4,1,0,0,0,0,0,0.215
366835,-8.89822,-1.41578,7.48244,3.177,199.87813,462.5706,28410.29431,3.563038,5.829257,0.272506,13,1,12,15,2,1,1,14,0,0.067,6,0,3,0,2,0.567,0.93,6.798,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,3,1,0,0,0,0,0,0.158
368744,-8.81668,-1.62045,7.19623,1.01,203.64419,292.1591,65771.64829,2.6623194,5.5106347,0.11542,9,3,6,16,1,1,1,15,0,0.063,12,2,1,1,1,-0.071,0.96,-0.854,1,0,4,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,4,2,0,0,0,0,1,0,0.191
374034,-8.58481,-1.24339,7.34142,5.525,167.62504,353.4449,27476.86443,3.681763,6.9427122,0.378114,16,0,16,11,4,0,0,11,0,0,14,0,3,0,1,0.551,0.907,8.814,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,1,0,0,0,0,0,0,0.132
378350,-8.28123,-1.0925,7.18873,3.767,207.01302,227.3441,55969.1484,3.6788144,7.4904561,0.43429,20,0,20,15,2,0,0,15,0,0,17,1,3,0,2,0.535,0.928,10.707,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0.106
395806,-8.60789,-1.60298,7.00491,2.587,177.40672,707.9075,51426.68982,3.3330976,5.5723495,0.37072,15,0,15,10,5,1,1,9,0,0.1,13,1,2,0,1,0.405,0.903,6.077,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,2,0,0,0,1,0,0,0.225
395809,-8.69897,-1.49618,7.20279,3.751,167.86943,262.1063,36098.21813,3.3539421,5.7874627,0.363879,15,0,15,10,5,0,1,9,0,0.1,13,1,2,0,1,0.365,0.9,5.48,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,1,0,0,0.208
404291,-8.75803,-1.73711,7.02092,4.115,171.38784,774.1748,25863.57542,3.6966524,5.9247838,0.530132,8,2,6,11,2,3,2,9,0,0.182,6,0,2,0,1,0.248,0.961,2.236,0,0,4,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,2,0,0,0,0,0,0.251
407063,-7.38372,0.08261,7.46633,2.009,121.57002,205.5845,9055.67756,3.2924519,5.6237029,0.347453,4,4,0,9,1,0,1,8,0,0.111,8,0,2,0,0,0.347,0,2.432,1,0,0,0,8,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.130
409149,-7.27695,-0.20984,7.06711,3.476,151.32992,406.7926,11483.39554,3.5491147,5.4831398,0.228345,6,0,6,11,1,0,3,8,0,0.273,6,0,2,0,1,-0.202,0.886,-1.213,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,2,1,0,0,0,0,0,0.145
410094,-7.76176,-0.29103,7.47073,1.395,192.64683,237.3827,38472.09933,3.5727317,6.338448,0.420296,9,3,6,15,1,0,3,12,0,0.2,12,0,3,0,1,0.428,0.974,5.141,1,0,4,2,6,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,2,1,0,0,0,0,0,0.096
414038,-7.20029,0.08848,7.28877,2.646,219.73465,234.256,30964.44161,3.2340703,5.5076328,0.355301,6,6,0,16,2,0,4,12,0,0.25,8,0,3,0,0,0.369,0,3.692,1,0,0,0,12,10,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0.125
416284,-7.51904,-0.14657,7.37247,2.626,185.45691,289.8671,41665.15289,3.0708038,5.7468083,0.340765,9,3,6,14,1,0,2,12,0,0.143,12,0,3,0,1,0.704,0.984,8.446,1,0,4,2,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,2,1,0,0,0,0,0,0.108
416330,-6.96759,0.29134,7.25893,1.857,179.79903,247.1905,24083.95119,3.0988668,5.7166087,0.333807,5,5,0,13,2,0,3,10,0,0.231,8,1,2,0,0,0.31,0,2.173,0,1,0,0,8,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0.097
416337,-7.64075,-0.04522,7.59553,3.168,190.29671,442.2555,51225.99518,3.3825863,5.3814466,0.393689,8,3,5,14,2,0,4,10,0,0.286,11,1,2,0,0,0.507,0.984,5.58,1,0,0,0,6,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,1,0,1,0,0,0,0.118
418721,-9.11109,-1.62935,7.48174,7.322,171.06984,393.0348,47626.2378,3.1302785,6.6035976,0.272421,5,5,0,12,2,2,1,11,0,0.083,4,2,0,1,0,0.05,0,0.151,0,1,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.118
418797,-7.3436,-0.36037,6.98323,5.417,217.29961,571.1821,110428.82908,2.7026561,4.7488149,0.268848,7,7,0,15,2,1,2,13,0,0.133,12,0,3,0,0,0.351,0,3.863,1,0,0,0,12,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0.176
418798,-7.23843,-0.22383,7.0146,3.237,185.6803,445.3657,62286.01007,2.7368636,4.7621751,0.241812,6,6,0,13,2,0,1,12,0,0.077,12,0,3,0,0,0.331,0,3.645,1,0,0,0,12,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0.168
419668,-7.89952,-0.1641,7.73542,1.389,144.00867,124.4699,16566.93187,3.5577057,5.5883901,0.309149,3,3,0,11,1,0,3,8,0,0.273,6,0,2,0,0,0.291,0,1.456,1,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0.132
420997,-7.71784,-0.29462,7.42322,2.403,181.21888,234.3373,41999.6856,3.1370037,5.8620734,0.364813,9,3,6,13,2,0,1,12,0,0.077,12,0,3,0,1,0.693,0.982,8.322,0,0,4,2,6,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,2,1,0,0,0,0,0,0.100
422517,-8.1042,-0.7578,7.3464,5.415,169.52668,272.0622,32894.69584,3.3269126,5.8191043,0.341065,5,4,0,12,2,1,3,8,1,0.25,8,0,2,0,0,0.199,0,1.39,1,0,0,0,8,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0.095
423106,-8.20298,-0.84633,7.35665,6.116,147.66861,281.1629,21889.9778,3.3228468,5.9116803,0.286339,5,4,0,11,2,0,2,8,1,0.182,8,0,2,0,0,0.197,0,1.378,1,0,0,0,8,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0.118
426483,-8.20233,-1.43649,6.76584,1.168,139.90885,405.3612,18143.84837,3.1066827,7.149048,0.243348,4,4,0,7,3,4,0,7,0,0,8,1,1,0,0,0.144,0,1.01,0,0,0,0,7,3,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,3,0,0.105
426507,-7.42322,0.07321,7.49643,2.531,180.76613,352.3413,27259.16068,3.3467183,5.1970752,0.314739,3,3,0,13,1,1,5,8,0,0.385,4,0,2,0,0,0.248,0,0.745,1,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0.134
428492,-8.91978,-0.86013,8.05965,3.609,170.98759,246.6476,32328.10715,4.112646,11.7604051,0.297111,8,2,6,12,3,0,3,9,0,0.25,6,0,2,0,0,0.586,0.952,5.271,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,2,0,0,0,0,0,0,0.075
429807,-7.8925,-0.18802,7.70448,2.53,188.80738,285.2194,26295.6237,2.8870623,4.3740542,0.061804,8,2,6,14,2,0,2,12,0,0.143,8,0,3,0,1,0.62,0.972,4.96,1,0,4,2,2,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,2,1,0,0,0,0,0,0.285
430345,-8.31178,-1.20343,7.10835,4.384,208.9248,634.9831,50874.60118,3.8873662,6.4811221,0.3548,16,0,16,15,1,2,2,13,0,0.133,14,0,3,0,2,0.583,0.924,9.328,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,7,0,0,2,0,0,0,0,0,0,0.130
430403,-8.34427,-1.19628,7.14799,4.152,208.39961,437.4024,50840.93939,3.8660568,6.4741829,0.354739,16,0,16,15,1,2,2,13,0,0.133,14,0,3,0,2,0.594,0.925,9.497,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,7,0,0,2,0,0,0,0,0,0,0.130
431570,-7.57167,-0.77732,6.79435,2.74,216.84565,1422.6779,57774.24083,2.8697116,6.3229051,0.12141,6,6,0,14,2,2,2,12,0,0.143,12,1,3,0,0,0.227,0,2.5,1,0,0,0,12,8,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0.077
431763,-7.73969,-0.47523,7.26446,1.362,188.24592,677.2041,45303.65979,3.7405632,7.6358206,0.194574,12,1,11,14,2,0,3,11,0,0.214,12,0,3,0,1,0.563,0.93,7.314,1,0,2,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,0,3,0,0,0,0,0,0,0.071
433984,-7.53809,-0.42515,7.11294,3.209,196.51694,465.8633,36078.45727,3.1822914,4.8099345,0.191972,7,1,6,14,1,2,5,9,0,0.357,6,0,2,0,1,-0.013,0.897,-0.08,1,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,2,1,0,0,0,0,0,0.205
435038,-8.56216,-1.53176,7.0304,2.866,219.27998,1461.7545,99484.86562,3.5419028,6.7478626,0.312026,17,0,16,14,4,0,0,13,1,0,14,0,3,0,2,0.547,0.927,8.76,0,0,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,3,0,1,0,0,0,0,0.145
435407,-6.57156,-0.35013,6.22143,1.023,217.04604,136.8738,-12832.74376,2.6469073,4.0384131,0.533321,6,6,0,14,2,0,2,12,0,0.143,12,0,3,0,0,0.174,0,2.087,0,0,0,0,12,6,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.304
436250,-7.93724,-0.90628,7.03096,4.743,190.16614,633.9959,46386.86822,3.3359562,6.0233821,0.549402,9,3,6,13,2,1,2,11,0,0.154,12,0,3,0,1,0.509,0.97,6.112,1,0,4,2,5,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,2,2,1,0,0,0,1,0,0.126
438763,-6.58336,-0.37797,6.20539,3.46,216.98164,650.0549,-3674.50356,2.6696417,4.0904903,0.537277,6,6,0,14,2,0,2,12,0,0.143,12,0,3,0,0,0.228,0,2.734,0,0,0,0,12,10,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.294
439016,-8.74623,-1.43647,7.30976,4.007,181.68047,202.2599,39980.98402,3.3957874,5.8897243,0.333463,15,0,15,11,5,0,2,9,0,0.182,13,1,2,0,1,0.369,0.901,5.529,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,1,0,0,0.206
440728,-9.23046,-1.98655,7.24391,8.05,115.15875,344.083,8332.1884,2.9624408,6.108656,0.161524,7,2,5,8,1,2,0,8,0,0,5,1,1,0,0,-1.053,0.903,-8.426,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,2,0,0,0,1,0,0,0.139
441320,-9.47743,-1.71037,7.76706,1.774,166.37371,65.5354,39370.24805,3.168232,6.0493255,0.196146,9,3,6,13,0,3,2,11,0,0.154,12,1,2,0,1,-0.034,0.956,-0.448,2,0,4,2,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,3,2,0,0,0,0,2,0,0.101
444084,-8.31579,-0.54868,7.76711,0.568,109.55497,50.556,5632.12945,3.8728609,5.660194,0.216081,6,0,6,9,0,0,1,8,0,0.111,6,1,1,0,1,-0.106,0.893,-0.638,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0.185
444211,-7.71431,-1.04444,6.66987,5.146,187.99609,329.3262,23597.2362,2.6580836,4.9175569,0.243846,11,0,11,13,2,0,2,11,0,0.154,10,0,3,0,1,-0.076,0.883,-0.84,2,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,3,0,0,0,0,0,0,0.371
456817,-8.10594,-0.85973,7.24621,3.067,222.28666,1102.6302,114648.743,3.8638453,8.9373094,0.532989,14,2,12,15,2,1,0,15,0,0,10,0,3,0,2,0.768,0.986,12.28,0,0,9,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,1,3,0,0,0,0,0,0,0.082
460764,-8.97102,-1.89487,7.07615,4.242,200.78445,856.5623,44326.06165,3.4610977,6.4242599,0.721124,19,0,19,14,2,2,0,14,0,0,16,1,3,0,1,0.544,0.933,10.327,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,2,0,0,0,0.115
499043,-8.97423,-1.01603,7.9582,3.759,133.47919,209.2903,13212.49212,3.5332549,6.4067804,0.309759,5,5,0,11,0,1,2,9,0,0.182,10,1,0,0,0,0.058,0,0.526,0,0,0,0,9,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.125
533871,-9.79763,-2.05302,7.74461,3.937,129.2234,290.1558,21547.26526,3.846077,9.5210079,0.268291,10,0,10,4,8,3,0,4,0,0,5,2,0,0,0,0.022,0.882,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0.109
556344,-8.64046,-1.13306,7.5074,0.375,184.95928,32.1623,110431.27625,3.5667792,6.2427181,0.504994,5,5,0,12,2,2,2,10,0,0.167,4,0,2,0,0,na,na,na,2,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0.159
570442,-9.32619,-2.05323,7.27296,4.803,145.1999,712.5974,37373.9571,3.4067648,7.0526396,0.405784,8,2,6,9,3,3,1,8,0,0.111,6,1,1,0,1,0.95,0.989,5.701,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,1,1,0,0,0,1,0,0.177
578523,-8.75899,-1.03732,7.72167,3.638,126.64744,62.6436,13886.45252,2.3494959,6.1564367,0.033216,4,4,0,9,1,2,1,8,0,0.111,6,0,0,0,0,-0.076,0,-0.382,0,0,0,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.092
583362,-9.10043,-1.89126,7.20917,4.18,128.01464,335.7327,16540.49452,3.2121825,5.5189548,0.207856,11,0,11,7,4,1,0,7,0,0,10,0,2,0,1,-0.015,0.859,-0.163,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,1,0,1,0,0.265
589455,-9.15204,-2.079,7.07304,3.815,149.61036,513.2712,7547.68876,3.6171783,6.5948289,0.852863,11,1,10,8,5,0,1,7,0,0.125,11,2,1,0,1,-0.513,0.864,-6.16,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,2,0,0,0.125
589861,-8.93679,-1.56146,7.37533,4.348,160.52544,308.5694,16955.15975,3.6792781,5.2163571,0.361344,4,4,0,9,4,2,3,6,0,0.333,6,1,1,0,0,na,na,na,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0.270
591366,-8.72875,-1.40321,7.32554,4.167,111.09547,764.5826,16843.92714,3.5480965,6.8864393,0.253123,10,0,10,6,4,1,0,6,0,0,9,1,1,0,1,0.22,0.895,2.198,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.138
591590,-8.19139,-1.27778,6.91361,2.913,115.14719,476.6989,18493.31932,3.1085476,6.22343,0.258549,10,0,10,6,4,1,0,6,0,0,9,1,1,0,1,0.272,0.898,2.72,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.163
593869,-8.79208,-1.26471,7.52737,5.361,161.84813,1210.7791,60722.41195,3.4155826,6.9433435,0.214149,9,2,6,11,2,2,1,9,1,0.091,10,0,1,0,1,0.628,0.979,6.28,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,3,0,1,0,0,0,0,0.076
599430,-8.9115,-1.57859,7.33291,3.802,144.20549,535.745,24692.37365,3.7030092,6.1859613,0.331062,8,2,6,10,1,2,0,10,0,0,6,0,1,0,0,-0.304,0.864,-2.734,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,2,2,0,0,0,0,1,0,0.150
604822,-7.82977,-0.61717,7.2126,3.529,171.40416,748.0739,24337.73888,3.73452,8.6396819,0.240725,11,0,11,11,3,1,3,8,0,0.273,10,0,2,0,1,0.624,0.913,6.865,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0.065
605796,-10.15003,-3.0482,7.10183,3.041,220.90393,866.4394,-57115.45202,3.5806488,5.413262,1.219883,10,0,6,13,4,0,1,8,4,0.077,6,0,1,0,1,-0.437,0.88,-2.622,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0.217
606706,-8.75419,-0.80504,7.94915,3.485,186.4944,89.2527,12822.82944,2.4354917,6.0507602,0.141765,5,4,0,15,1,0,4,10,1,0.267,8,1,0,0,0,-0.371,0,-2.971,1,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0.132
